ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-12-05,226.0630747859562,207.96272928530652,254.13934858061367,226.0630747859562,226.0630747859562,6.1438727363505485,6.1438727363505485,6.1438727363505485,6.1438727363505485,6.1438727363505485,6.1438727363505485,0.0,0.0,0.0,232.20694752230673
2023-12-06,225.81127477875012,208.8337610479317,253.02312338986204,225.81127477875012,225.81127477875012,5.679737911976297,5.679737911976297,5.679737911976297,5.679737911976297,5.679737911976297,5.679737911976297,0.0,0.0,0.0,231.49101269072642
2023-12-07,225.55947477154405,205.12012554220647,252.41304979061448,225.55947477154405,225.55947477154405,3.3061397450349332,3.3061397450349332,3.3061397450349332,3.3061397450349332,3.3061397450349332,3.3061397450349332,0.0,0.0,0.0,228.86561451657897
2023-12-08,225.307674764338,206.34350174549508,252.66470696832874,225.307674764338,225.307674764338,3.0789103710787438,3.0789103710787438,3.0789103710787438,3.0789103710787438,3.0789103710787438,3.0789103710787438,0.0,0.0,0.0,228.38658513541674
2023-12-11,224.55227474271982,205.89559639004747,250.62848195279932,224.55227474271982,224.55227474271982,3.3726212105654274,3.3726212105654274,3.3726212105654274,3.3726212105654274,3.3726212105654274,3.3726212105654274,0.0,0.0,0.0,227.92489595328524
2023-12-12,224.30047473551375,207.8021314416201,253.33218645937788,224.30047473551375,224.30047473551375,6.143872736362852,6.143872736362852,6.143872736362852,6.143872736362852,6.143872736362852,6.143872736362852,0.0,0.0,0.0,230.4443474718766
2023-12-13,224.04867472830773,208.03101938735838,253.11156145452873,224.04867472830773,224.04867472830773,5.679737911975302,5.679737911975302,5.679737911975302,5.679737911975302,5.679737911975302,5.679737911975302,0.0,0.0,0.0,229.72841264028304
2023-12-14,223.68596016324713,204.8962789983208,250.0911410839823,223.68596016324713,223.68596016324713,3.306139745033545,3.306139745033545,3.306139745033545,3.306139745033545,3.306139745033545,3.306139745033545,0.0,0.0,0.0,226.99209990828066
2023-12-15,223.32324559818662,202.35449137031364,249.89019896297677,223.32324559818662,223.32324559818662,3.078910371078251,3.078910371078251,3.078910371078251,3.078910371078251,3.078910371078251,3.078910371078251,0.0,0.0,0.0,226.40215596926487
2023-12-18,222.23510190300496,203.7631966606826,250.61370584781176,222.23510190300496,222.23510190300496,3.3726212105879902,3.3726212105879902,3.3726212105879902,3.3726212105879902,3.3726212105879902,3.3726212105879902,0.0,0.0,0.0,225.60772311359295
2023-12-19,221.87238733794445,206.96557704327014,250.4277417536291,221.87238733794445,221.87238733794445,6.143872736352433,6.143872736352433,6.143872736352433,6.143872736352433,6.143872736352433,6.143872736352433,0.0,0.0,0.0,228.01626007429687
2023-12-20,221.5096727728839,204.9802909948543,249.2384045368713,221.5096727728839,221.5096727728839,5.679737911972223,5.679737911972223,5.679737911972223,5.679737911972223,5.679737911972223,5.679737911972223,0.0,0.0,0.0,227.1894106848561
2023-12-21,221.14695820782336,200.46515022191863,248.131262013913,221.14695820782336,221.14695820782336,3.306139745035685,3.306139745035685,3.306139745035685,3.306139745035685,3.306139745035685,3.306139745035685,0.0,0.0,0.0,224.45309795285905
2023-12-22,220.7842436427628,200.36355089189775,246.80795569335132,220.7842436427628,220.7842436427628,3.078910371077758,3.078910371077758,3.078910371077758,3.078910371077758,3.078910371077758,3.078910371077758,0.0,0.0,0.0,223.86315401384056
2023-12-26,219.3333853825206,202.65890909219613,247.47611411637524,219.3333853825206,219.3333853825206,6.143872736356572,6.143872736356572,6.143872736356572,6.143872736356572,6.143872736356572,6.143872736356572,0.0,0.0,0.0,225.47725811887716
2023-12-27,218.8113062677766,203.0005345780799,249.9135245348019,218.8113062677766,218.8113062677766,5.6797379119712295,5.6797379119712295,5.6797379119712295,5.6797379119712295,5.6797379119712295,5.6797379119712295,0.0,0.0,0.0,224.4910441797478
2023-12-28,218.2892271530326,198.39386813818655,245.38264791082057,218.2892271530326,218.2892271530326,3.306139745030463,3.306139745030463,3.306139745030463,3.306139745030463,3.306139745030463,3.306139745030463,0.0,0.0,0.0,221.59536689806308
